ID_CORRELATIVO,TIPO_REQUERIMIENTO2,DICTAMEN,CODMES,PRODUCTO_SERVICIO_2,SUBMOTIVO_2
3098,Reclamo,PROCEDE TOTAL,202404,Producto 20,Submotivo 43
3098,Solicitud,PROCEDE TOTAL,202403,Producto 20,Submotivo 132
2743,Solicitud,PROCEDE TOTAL,202406,Producto 20,Submotivo 132
2743,Reclamo,NO PROCEDE,202406,Producto 17,Submotivo 38
2743,Reclamo,NO PROCEDE,202406,Producto 18,Submotivo 125
2743,Reclamo,PROCEDE PARCIAL,202406,Producto 18,Submotivo 125
2743,Reclamo,NO PROCEDE,202406,Producto 18,Submotivo 125
2743,Reclamo,PROCEDE TOTAL,202405,Producto 20,Submotivo 43
2743,Reclamo,PROCEDE TOTAL,202405,Producto 07,Submotivo 125
2743,Reclamo,NO PROCEDE,202405,Producto 18,Submotivo 125
2743,Reclamo,NO PROCEDE,202405,Producto 20,Submotivo 125
2743,Reclamo,NO PROCEDE,202405,Producto 20,Submotivo 125
5035,Reclamo,NO PROCEDE,202406,Producto 18,Submotivo 67
5035,Reclamo,NO PROCEDE,202405,Producto 21,Submotivo 150
77806,Solicitud,NO PROCEDE,202407,Producto 20,Submotivo 157
77806,Solicitud,NO PROCEDE,202407,Producto 20,Submotivo 157
14104,Reclamo,PROCEDE TOTAL,202405,Producto 20,Submotivo 125
18823,Reclamo,PROCEDE TOTAL,202405,Producto 20,Submotivo 125
37436,Reclamo,PROCEDE TOTAL,202406,Producto 20,Submotivo 125
37436,Reclamo,NO PROCEDE,202406,Producto 20,Submotivo 125
37436,Solicitud,PROCEDE TOTAL,202404,Producto 20,Submotivo 132
37436,Solicitud,PROCEDE TOTAL,202404,Producto 20,Submotivo 144
37436,Solicitud,NO PROCEDE,202404,Producto 20,Submotivo 157
37436,Solicitud,NO PROCEDE,202404,Producto 20,Submotivo 157
78151,Reclamo,NO PROCEDE,202405,Producto 07,Submotivo 125
28431,Reclamo,PROCEDE TOTAL,202403,Producto 20,Submotivo 125
14828,Reclamo,NO PROCEDE,202404,Producto 07,Submotivo 27
25892,Reclamo,PROCEDE PARCIAL,202406,Producto 18,Submotivo 67
80909,Reclamo,NO PROCEDE,202407,Producto 20,Submotivo 125
69458,Solicitud,NO PROCEDE,202405,Producto 20,Submotivo 157
69458,Solicitud,PROCEDE TOTAL,202403,Producto 20,Submotivo 144
69458,Reclamo,NO PROCEDE,202403,Producto 05,Submotivo 125
48642,Reclamo,NO PROCEDE,202407,Producto 20,Submotivo 142
48642,Reclamo,PROCEDE TOTAL,202403,Producto 01,Submotivo 125
90422,Solicitud,PROCEDE TOTAL,202407,Producto 07,Submotivo 144
34987,Reclamo,PROCEDE TOTAL,201208,Producto 01,Submotivo 146
37632,Reclamo,PROCEDE TOTAL,202404,Producto 07,Submotivo 27
25310,Solicitud,PROCEDE TOTAL,201208,Producto 07,Submotivo 144
84934,Reclamo,NO PROCEDE,201208,Producto 20,Submotivo 43
84934,Reclamo,PROCEDE TOTAL,201208,Producto 18,Submotivo 125
10781,Reclamo,PROCEDE TOTAL,202406,Producto 07,Submotivo 125
21206,Solicitud,PROCEDE TOTAL,202406,Producto 20,Submotivo 132
20723,Reclamo,NO PROCEDE,201208,Producto 20,Submotivo 125
20723,Reclamo,NO PROCEDE,202407,Producto 20,Submotivo 125
84683,Solicitud,NO PROCEDE,202407,Producto 20,Submotivo 157
84683,Reclamo,NO PROCEDE,202406,Producto 21,Submotivo 142
84683,Reclamo,NO PROCEDE,202405,Producto 07,Submotivo 125
78114,Reclamo,NO PROCEDE,202406,Producto 07,Submotivo 125
953,Solicitud,PROCEDE TOTAL,202407,Producto 07,Submotivo 144
35982,Solicitud,NO PROCEDE,202404,Producto 20,Submotivo 157
79690,Reclamo,NO PROCEDE,202406,Producto 20,Submotivo 125
9726,Solicitud,PROCEDE TOTAL,202407,Producto 20,Submotivo 144
97996,Solicitud,PROCEDE TOTAL,202404,Producto 20,Submotivo 132
97996,Reclamo,PROCEDE TOTAL,202404,Producto 18,Submotivo 125
58346,Solicitud,PROCEDE TOTAL,202403,Producto 07,Submotivo 130
58346,Solicitud,PROCEDE TOTAL,202403,Producto 07,Submotivo 144
58346,Reclamo,NO PROCEDE,202403,Producto 21,Submotivo 125
58346,Reclamo,PROCEDE PARCIAL,202403,Producto 18,Submotivo 125
58346,Reclamo,NO PROCEDE,202403,Producto 18,Submotivo 125
97484,Solicitud,NO PROCEDE,202405,Producto 20,Submotivo 157
97484,Solicitud,NO PROCEDE,202405,Producto 20,Submotivo 157
97484,Reclamo,PROCEDE TOTAL,202405,Producto 20,Submotivo 142
41966,Solicitud,PROCEDE TOTAL,202406,Producto 07,Submotivo 144
69236,Solicitud,PROCEDE TOTAL,202407,Producto 20,Submotivo 130
38008,Solicitud,PROCEDE TOTAL,202403,Producto 07,Submotivo 144
38008,Reclamo,NO PROCEDE,202403,Producto 07,Submotivo 125
38008,Reclamo,PROCEDE TOTAL,202403,Producto 07,Submotivo 141
88999,Reclamo,NO PROCEDE,202404,Producto 18,Submotivo 125
72379,Solicitud,PROCEDE TOTAL,202404,Producto 07,Submotivo 144
32981,Solicitud,NO PROCEDE,201208,Producto 20,Submotivo 157
58514,Reclamo,NO PROCEDE,202403,Producto 18,Submotivo 125
87658,Solicitud,PROCEDE TOTAL,202407,Producto 20,Submotivo 132
87658,Reclamo,PROCEDE TOTAL,202407,Producto 18,Submotivo 125
67216,Reclamo,NO PROCEDE,202403,Producto 18,Submotivo 51
94643,Solicitud,NO PROCEDE,202403,Producto 20,Submotivo 157
16268,Reclamo,PROCEDE PARCIAL,202406,Producto 18,Submotivo 67
68406,Reclamo,PROCEDE TOTAL,202407,Producto 20,Submotivo 142
68406,Reclamo,NO PROCEDE,202406,Producto 20,Submotivo 125
85709,Reclamo,PROCEDE TOTAL,202407,Producto 20,Submotivo 145
85709,Solicitud,PROCEDE TOTAL,202406,Producto 20,Submotivo 132
85709,Solicitud,PROCEDE TOTAL,202406,Producto 20,Submotivo 132
85709,Reclamo,PROCEDE PARCIAL,202406,Producto 18,Submotivo 125
85709,Reclamo,PROCEDE TOTAL,202406,Producto 20,Submotivo 39
43512,Reclamo,PROCEDE TOTAL,202406,Producto 21,Submotivo 88
43512,Reclamo,PROCEDE TOTAL,202405,Producto 21,Submotivo 88
28867,Solicitud,NO PROCEDE,202405,Producto 20,Submotivo 157
34193,Reclamo,PROCEDE TOTAL,202407,Producto 17,Submotivo 89
98543,Reclamo,PROCEDE TOTAL,202407,Producto 17,Submotivo 89
79606,Reclamo,NO PROCEDE,202404,Producto 18,Submotivo 06
77243,Reclamo,PROCEDE TOTAL,202407,Producto 01,Submotivo 125
29042,Reclamo,NO PROCEDE,202405,Producto 20,Submotivo 125
28339,Reclamo,PROCEDE TOTAL,202406,Producto 01,Submotivo 07
82400,Reclamo,NO PROCEDE,202405,Producto 21,Submotivo 125
90009,Reclamo,NO PROCEDE,202407,Producto 18,Submotivo 68
99075,Reclamo,PROCEDE TOTAL,202405,Producto 07,Submotivo 125
5314,Reclamo,NO PROCEDE,202406,Producto 17,Submotivo 101
41637,Reclamo,PROCEDE TOTAL,202404,Producto 17,Submotivo 89
64399,Reclamo,NO PROCEDE,202405,Producto 20,Submotivo 142
55041,Reclamo,NO PROCEDE,202403,Producto 14,Submotivo 125
76873,Solicitud,PROCEDE TOTAL,202404,Producto 07,Submotivo 144
28974,Reclamo,NO PROCEDE,202405,Producto 18,Submotivo 67
33457,Reclamo,NO PROCEDE,201208,Producto 20,Submotivo 125
28405,Solicitud,PROCEDE PARCIAL,202403,Producto 20,Submotivo 157
28405,Reclamo,NO PROCEDE,202403,Producto 20,Submotivo 125
65687,Reclamo,PROCEDE TOTAL,202407,Producto 17,Submotivo 91
51041,Solicitud,PROCEDE TOTAL,202407,Producto 20,Submotivo 132
51041,Reclamo,NO PROCEDE,202407,Producto 20,Submotivo 125
51041,Reclamo,PROCEDE TOTAL,202407,Producto 18,Submotivo 125
66307,Reclamo,NO PROCEDE,201208,Producto 18,Submotivo 123
90898,Reclamo,PROCEDE TOTAL,202404,Producto 07,Submotivo 27
73341,Reclamo,PROCEDE TOTAL,202406,Producto 07,Submotivo 27
63465,Reclamo,PROCEDE TOTAL,202406,Producto 07,Submotivo 125
77876,Solicitud,PROCEDE TOTAL,202403,Producto 07,Submotivo 144
85163,Reclamo,NO PROCEDE,202404,Producto 01,Submotivo 125
3835,Solicitud,PROCEDE TOTAL,202407,Producto 20,Submotivo 144
3835,Reclamo,PROCEDE TOTAL,202407,Producto 07,Submotivo 27
3835,Reclamo,NO PROCEDE,202406,Producto 20,Submotivo 43
84110,Reclamo,PROCEDE TOTAL,202407,Producto 20,Submotivo 145
67137,Reclamo,NO PROCEDE,201208,Producto 20,Submotivo 150
67137,Reclamo,NO PROCEDE,201208,Producto 20,Submotivo 150
67137,Reclamo,NO PROCEDE,202407,Producto 20,Submotivo 150
71941,Solicitud,NO PROCEDE,201208,Producto 20,Submotivo 157
71941,Reclamo,PROCEDE TOTAL,202405,Producto 20,Submotivo 156
6565,Reclamo,PROCEDE TOTAL,202405,Producto 07,Submotivo 27
86226,Solicitud,PROCEDE TOTAL,202406,Producto 20,Submotivo 132
86226,Reclamo,PROCEDE TOTAL,202406,Producto 18,Submotivo 125
86226,Solicitud,PROCEDE TOTAL,202405,Producto 20,Submotivo 132
86226,Solicitud,PROCEDE TOTAL,202403,Producto 20,Submotivo 132
73114,Reclamo,NO PROCEDE,201208,Producto 04,Submotivo 125
73114,Reclamo,PROCEDE TOTAL,201208,Producto 04,Submotivo 125
9590,Reclamo,NO PROCEDE,202406,Producto 17,Submotivo 99
42793,Reclamo,NO PROCEDE,202403,Producto 18,Submotivo 68
42793,Reclamo,NO PROCEDE,202403,Producto 21,Submotivo 125
42793,Reclamo,NO PROCEDE,202403,Producto 20,Submotivo 125
19906,Reclamo,PROCEDE TOTAL,201208,Producto 01,Submotivo 125
19906,Reclamo,NO PROCEDE,201208,Producto 01,Submotivo 125
84474,Reclamo,NO PROCEDE,202405,Producto 18,Submotivo 125
576,Reclamo,PROCEDE TOTAL,202405,Producto 05,Submotivo 125
58959,Solicitud,NO PROCEDE,202406,Producto 20,Submotivo 157
83048,Solicitud,PROCEDE TOTAL,202404,Producto 20,Submotivo 157
35735,Reclamo,NO PROCEDE,201208,Producto 20,Submotivo 125
98660,Solicitud,PROCEDE TOTAL,202405,Producto 20,Submotivo 144
85025,Solicitud,NO PROCEDE,201208,Producto 20,Submotivo 157
85025,Reclamo,PROCEDE TOTAL,202404,Producto 21,Submotivo 88
69696,Reclamo,NO PROCEDE,202406,Producto 20,Submotivo 145
88343,Solicitud,NO PROCEDE,201208,Producto 20,Submotivo 157
2450,Solicitud,PROCEDE TOTAL,202406,Producto 07,Submotivo 144
39592,Solicitud,NO PROCEDE,201208,Producto 20,Submotivo 157
97567,Solicitud,PROCEDE TOTAL,202407,Producto 20,Submotivo 132
97567,Reclamo,PROCEDE TOTAL,202407,Producto 18,Submotivo 125
46436,Reclamo,NO PROCEDE,202405,Producto 18,Submotivo 67
64553,Reclamo,NO PROCEDE,202407,Producto 20,Submotivo 88
91041,Reclamo,PROCEDE TOTAL,201208,Producto 20,Submotivo 125
51119,Solicitud,NO PROCEDE,201208,Producto 20,Submotivo 157
51119,Reclamo,NO PROCEDE,201208,Producto 20,Submotivo 125
51119,Reclamo,PROCEDE TOTAL,201208,Producto 17,Submotivo 89
81357,Solicitud,PROCEDE TOTAL,202404,Producto 20,Submotivo 144
81357,Solicitud,NO PROCEDE,202404,Producto 20,Submotivo 157
32736,Solicitud,NO PROCEDE,202405,Producto 20,Submotivo 157
32736,Solicitud,NO PROCEDE,202404,Producto 20,Submotivo 157
67961,Reclamo,PROCEDE TOTAL,201208,Producto 17,Submotivo 89
26341,Solicitud,PROCEDE TOTAL,201208,Producto 07,Submotivo 144
26341,Reclamo,NO PROCEDE,201208,Producto 18,Submotivo 125
2059,Reclamo,NO PROCEDE,202405,Producto 07,Submotivo 125
31591,Reclamo,PROCEDE TOTAL,202403,Producto 17,Submotivo 89
31591,Reclamo,NO PROCEDE,202403,Producto 18,Submotivo 125
43248,Reclamo,NO PROCEDE,202406,Producto 20,Submotivo 156
43248,Reclamo,NO PROCEDE,202406,Producto 20,Submotivo 156
32923,Reclamo,NO PROCEDE,202407,Producto 18,Submotivo 68
72604,Solicitud,PROCEDE TOTAL,202403,Producto 07,Submotivo 144
55415,Reclamo,NO PROCEDE,201208,Producto 17,Submotivo 95
55415,Reclamo,NO PROCEDE,201208,Producto 17,Submotivo 95
54786,Reclamo,NO PROCEDE,202403,Producto 18,Submotivo 51
4159,Reclamo,PROCEDE TOTAL,201208,Producto 18,Submotivo 65
4159,Reclamo,NO PROCEDE,202407,Producto 18,Submotivo 65
4159,Reclamo,PROCEDE TOTAL,202405,Producto 21,Submotivo 125
53904,Solicitud,PROCEDE TOTAL,202405,Producto 07,Submotivo 144
24216,Reclamo,PROCEDE TOTAL,202405,Producto 07,Submotivo 27
17266,Solicitud,PROCEDE TOTAL,202406,Producto 07,Submotivo 144
90042,Solicitud,PROCEDE TOTAL,202406,Producto 20,Submotivo 130
51254,Reclamo,NO PROCEDE,201208,Producto 20,Submotivo 125
51254,Reclamo,PROCEDE TOTAL,202404,Producto 20,Submotivo 145
26915,Solicitud,PROCEDE TOTAL,201208,Producto 07,Submotivo 160
40642,Reclamo,PROCEDE TOTAL,202407,Producto 01,Submotivo 146
66997,Reclamo,NO PROCEDE,201208,Producto 18,Submotivo 68
99434,Solicitud,PROCEDE TOTAL,202406,Producto 20,Submotivo 132
75783,Solicitud,NO PROCEDE,202404,Producto 20,Submotivo 157
34756,Reclamo,PROCEDE TOTAL,202405,Producto 10,Submotivo 125
34927,Reclamo,NO PROCEDE,202404,Producto 07,Submotivo 125
34927,Reclamo,NO PROCEDE,202404,Producto 18,Submotivo 67
34927,Reclamo,PROCEDE TOTAL,202404,Producto 18,Submotivo 66
32502,Reclamo,PROCEDE TOTAL,202404,Producto 21,Submotivo 156
11051,Reclamo,PROCEDE PARCIAL,202407,Producto 20,Submotivo 125
22515,Reclamo,PROCEDE PARCIAL,202405,Producto 06,Submotivo 125
86538,Reclamo,NO PROCEDE,201208,Producto 07,Submotivo 125
33717,Reclamo,NO PROCEDE,202407,Producto 03,Submotivo 125
32594,Reclamo,PROCEDE TOTAL,201208,Producto 20,Submotivo 46
84722,Solicitud,PROCEDE TOTAL,202406,Producto 20,Submotivo 157
6446,Reclamo,PROCEDE TOTAL,202406,Producto 07,Submotivo 26
6446,Reclamo,PROCEDE PARCIAL,202406,Producto 07,Submotivo 26
13677,Solicitud,PROCEDE TOTAL,202403,Producto 07,Submotivo 144
56171,Reclamo,PROCEDE TOTAL,201208,Producto 21,Submotivo 125
56171,Reclamo,PROCEDE PARCIAL,201208,Producto 20,Submotivo 125
75983,Reclamo,NO PROCEDE,202405,Producto 20,Submotivo 125
67978,Solicitud,PROCEDE TOTAL,202405,Producto 07,Submotivo 144
29497,Solicitud,PROCEDE TOTAL,201208,Producto 07,Submotivo 160
73830,Solicitud,NO PROCEDE,202406,Producto 20,Submotivo 157
8351,Solicitud,NO PROCEDE,201208,Producto 20,Submotivo 157
31656,Reclamo,PROCEDE TOTAL,202407,Producto 20,Submotivo 142
31656,Reclamo,NO PROCEDE,202407,Producto 20,Submotivo 142
31656,Solicitud,PROCEDE TOTAL,202404,Producto 07,Submotivo 144
2616,Reclamo,NO PROCEDE,202404,Producto 20,Submotivo 156
65235,Solicitud,PROCEDE TOTAL,202406,Producto 20,Submotivo 157
28671,Solicitud,PROCEDE TOTAL,201208,Producto 20,Submotivo 157
28671,Reclamo,PROCEDE TOTAL,201208,Producto 18,Submotivo 125
28671,Reclamo,NO PROCEDE,201208,Producto 20,Submotivo 125
4657,Reclamo,NO PROCEDE,202405,Producto 07,Submotivo 125
39977,Reclamo,PROCEDE TOTAL,202407,Producto 20,Submotivo 142
44728,Reclamo,NO PROCEDE,202405,Producto 21,Submotivo 39
9580,Reclamo,NO PROCEDE,201208,Producto 18,Submotivo 66
9580,Reclamo,NO PROCEDE,201208,Producto 20,Submotivo 125
9580,Reclamo,PROCEDE PARCIAL,202404,Producto 20,Submotivo 43
9580,Reclamo,NO PROCEDE,202403,Producto 20,Submotivo 43
25235,Solicitud,PROCEDE TOTAL,202403,Producto 20,Submotivo 130
59689,Solicitud,NO PROCEDE,202404,Producto 20,Submotivo 157
59689,Solicitud,PROCEDE TOTAL,202404,Producto 20,Submotivo 157
26267,Reclamo,PROCEDE TOTAL,202403,Producto 17,Submotivo 38
95633,Reclamo,PROCEDE PARCIAL,202403,Producto 21,Submotivo 125
60446,Reclamo,PROCEDE TOTAL,202403,Producto 17,Submotivo 89
60446,Reclamo,PROCEDE TOTAL,202403,Producto 17,Submotivo 38
27546,Reclamo,NO PROCEDE,202406,Producto 17,Submotivo 98
27546,Reclamo,NO PROCEDE,202405,Producto 17,Submotivo 98
27546,Reclamo,PROCEDE TOTAL,202405,Producto 17,Submotivo 98
45875,Reclamo,NO PROCEDE,201208,Producto 17,Submotivo 92
45875,Solicitud,PROCEDE TOTAL,202407,Producto 07,Submotivo 132
45875,Reclamo,PROCEDE TOTAL,202407,Producto 18,Submotivo 125
86779,Reclamo,PROCEDE TOTAL,201208,Producto 20,Submotivo 145
86779,Reclamo,NO PROCEDE,201208,Producto 20,Submotivo 125
37491,Reclamo,NO PROCEDE,202403,Producto 18,Submotivo 125
61591,Solicitud,PROCEDE TOTAL,202404,Producto 20,Submotivo 132
61591,Reclamo,NO PROCEDE,202404,Producto 20,Submotivo 43
91751,Reclamo,NO PROCEDE,201208,Producto 21,Submotivo 88
91751,Reclamo,NO PROCEDE,202407,Producto 20,Submotivo 88
91751,Reclamo,PROCEDE TOTAL,202405,Producto 21,Submotivo 88
25922,Reclamo,NO PROCEDE,202403,Producto 18,Submotivo 66
96489,Reclamo,NO PROCEDE,202405,Producto 01,Submotivo 146
182,Solicitud,PROCEDE TOTAL,202406,Producto 20,Submotivo 132
52654,Solicitud,PROCEDE TOTAL,201208,Producto 07,Submotivo 144
1832,Reclamo,PROCEDE TOTAL,201208,Producto 17,Submotivo 91
1832,Reclamo,NO PROCEDE,201208,Producto 07,Submotivo 125
56812,Solicitud,PROCEDE TOTAL,201208,Producto 20,Submotivo 132
56812,Reclamo,PROCEDE TOTAL,201208,Producto 18,Submotivo 125
64095,Solicitud,PROCEDE TOTAL,201208,Producto 20,Submotivo 132
64095,Reclamo,PROCEDE PARCIAL,201208,Producto 18,Submotivo 125
15936,Reclamo,NO PROCEDE,202403,Producto 20,Submotivo 125
63994,Reclamo,PROCEDE TOTAL,202407,Producto 01,Submotivo 146
49130,Reclamo,PROCEDE TOTAL,202407,Producto 07,Submotivo 141
67398,Reclamo,PROCEDE TOTAL,202403,Producto 17,Submotivo 111
85262,Reclamo,NO PROCEDE,202404,Producto 20,Submotivo 125
79538,Solicitud,NO PROCEDE,202403,Producto 20,Submotivo 157
41458,Solicitud,PROCEDE TOTAL,202404,Producto 07,Submotivo 144
95013,Reclamo,NO PROCEDE,201208,Producto 20,Submotivo 125
6877,Reclamo,PROCEDE TOTAL,202406,Producto 01,Submotivo 146
6782,Reclamo,NO PROCEDE,201208,Producto 20,Submotivo 125
6782,Reclamo,NO PROCEDE,201208,Producto 20,Submotivo 125
25538,Solicitud,PROCEDE TOTAL,202407,Producto 20,Submotivo 132
25538,Reclamo,PROCEDE TOTAL,202407,Producto 18,Submotivo 125
25538,Reclamo,NO PROCEDE,202407,Producto 20,Submotivo 125
25538,Solicitud,PROCEDE TOTAL,202405,Producto 20,Submotivo 132
35854,Reclamo,NO PROCEDE,202407,Producto 18,Submotivo 125
35854,Reclamo,PROCEDE TOTAL,202407,Producto 01,Submotivo 146
65153,Reclamo,NO PROCEDE,202407,Producto 18,Submotivo 67
65153,Reclamo,PROCEDE TOTAL,202406,Producto 21,Submotivo 125
88356,Reclamo,PROCEDE TOTAL,202406,Producto 01,Submotivo 146
24977,Reclamo,PROCEDE TOTAL,202404,Producto 17,Submotivo 89
20524,Solicitud,NO PROCEDE,201208,Producto 20,Submotivo 157
82282,Reclamo,PROCEDE TOTAL,201208,Producto 21,Submotivo 125
36701,Reclamo,NO PROCEDE,202406,Producto 18,Submotivo 68
60356,Reclamo,PROCEDE TOTAL,201208,Producto 05,Submotivo 125
98268,Reclamo,PROCEDE TOTAL,202407,Producto 20,Submotivo 142
22128,Solicitud,PROCEDE TOTAL,202404,Producto 07,Submotivo 144
71026,Reclamo,PROCEDE TOTAL,202405,Producto 20,Submotivo 125
39869,Solicitud,PROCEDE TOTAL,202405,Producto 07,Submotivo 144
95138,Solicitud,PROCEDE TOTAL,202405,Producto 07,Submotivo 144
64594,Solicitud,NO PROCEDE,202407,Producto 20,Submotivo 157
97494,Reclamo,NO PROCEDE,201208,Producto 07,Submotivo 125
9065,Reclamo,PROCEDE TOTAL,201208,Producto 07,Submotivo 140
99624,Reclamo,PROCEDE TOTAL,202406,Producto 20,Submotivo 145
99624,Reclamo,NO PROCEDE,202404,Producto 18,Submotivo 67
81743,Solicitud,PROCEDE TOTAL,202406,Producto 20,Submotivo 132
81743,Reclamo,PROCEDE TOTAL,202406,Producto 18,Submotivo 125
44048,Reclamo,NO PROCEDE,202404,Producto 01,Submotivo 146
66656,Reclamo,PROCEDE PARCIAL,202406,Producto 18,Submotivo 67
66656,Reclamo,PROCEDE TOTAL,202405,Producto 18,Submotivo 67
98079,Reclamo,NO PROCEDE,202405,Producto 18,Submotivo 68
98079,Reclamo,PROCEDE TOTAL,202405,Producto 18,Submotivo 68
36134,Reclamo,PROCEDE TOTAL,202407,Producto 18,Submotivo 66
84806,Solicitud,PROCEDE TOTAL,202407,Producto 20,Submotivo 144
46036,Solicitud,PROCEDE TOTAL,202406,Producto 20,Submotivo 132
46036,Reclamo,NO PROCEDE,202404,Producto 18,Submotivo 125
5995,Reclamo,PROCEDE TOTAL,202407,Producto 20,Submotivo 125
20604,Reclamo,PROCEDE TOTAL,202403,Producto 20,Submotivo 43
32716,Solicitud,PROCEDE TOTAL,201208,Producto 07,Submotivo 144
90641,Reclamo,NO PROCEDE,201208,Producto 21,Submotivo 150
90641,Reclamo,NO PROCEDE,201208,Producto 21,Submotivo 150
6706,Solicitud,PROCEDE TOTAL,202407,Producto 20,Submotivo 144
61885,Reclamo,NO PROCEDE,202405,Producto 17,Submotivo 92
42195,Solicitud,PROCEDE TOTAL,201208,Producto 20,Submotivo 132
42195,Reclamo,PROCEDE TOTAL,201208,Producto 20,Submotivo 43
42195,Reclamo,NO PROCEDE,201208,Producto 18,Submotivo 125
68003,Reclamo,PROCEDE TOTAL,201208,Producto 21,Submotivo 88
63649,Solicitud,PROCEDE TOTAL,202406,Producto 07,Submotivo 144
62107,Solicitud,PROCEDE TOTAL,202406,Producto 07,Submotivo 144
69421,Reclamo,NO PROCEDE,202407,Producto 18,Submotivo 125
69421,Reclamo,PROCEDE PARCIAL,202407,Producto 18,Submotivo 125
69421,Reclamo,PROCEDE PARCIAL,202407,Producto 05,Submotivo 125
71640,Reclamo,NO PROCEDE,202403,Producto 20,Submotivo 88
55980,Reclamo,NO PROCEDE,202403,Producto 20,Submotivo 125
48834,Reclamo,PROCEDE TOTAL,201208,Producto 07,Submotivo 125
10706,Solicitud,PROCEDE TOTAL,202404,Producto 07,Submotivo 144
26480,Reclamo,PROCEDE TOTAL,201208,Producto 07,Submotivo 125
26480,Reclamo,PROCEDE TOTAL,202403,Producto 20,Submotivo 125
41583,Reclamo,PROCEDE TOTAL,201208,Producto 20,Submotivo 125
9573,Reclamo,NO PROCEDE,202407,Producto 07,Submotivo 125
59943,Reclamo,NO PROCEDE,201208,Producto 18,Submotivo 67
59943,Reclamo,NO PROCEDE,201208,Producto 21,Submotivo 125
59943,Reclamo,NO PROCEDE,202405,Producto 21,Submotivo 125
78609,Reclamo,NO PROCEDE,202404,Producto 18,Submotivo 125
78609,Reclamo,NO PROCEDE,202403,Producto 18,Submotivo 125
74938,Solicitud,PROCEDE TOTAL,202405,Producto 20,Submotivo 132
59155,Reclamo,PROCEDE TOTAL,202406,Producto 07,Submotivo 125
59155,Reclamo,NO PROCEDE,202406,Producto 18,Submotivo 53
59155,Solicitud,PROCEDE TOTAL,202403,Producto 20,Submotivo 157
18826,Reclamo,PROCEDE TOTAL,202404,Producto 17,Submotivo 89
18826,Reclamo,NO PROCEDE,202403,Producto 18,Submotivo 67
74897,Reclamo,NO PROCEDE,202404,Producto 18,Submotivo 68
83285,Solicitud,PROCEDE TOTAL,201208,Producto 07,Submotivo 144
47349,Solicitud,NO PROCEDE,202404,Producto 20,Submotivo 157
65348,Reclamo,PROCEDE TOTAL,202404,Producto 21,Submotivo 88
15181,Reclamo,NO PROCEDE,202405,Producto 18,Submotivo 123
72468,Solicitud,PROCEDE TOTAL,202406,Producto 07,Submotivo 144
80548,Reclamo,PROCEDE TOTAL,202406,Producto 01,Submotivo 146
54837,Reclamo,PROCEDE TOTAL,202407,Producto 17,Submotivo 89
24955,Reclamo,PROCEDE TOTAL,202404,Producto 20,Submotivo 142
91617,Solicitud,PROCEDE TOTAL,202407,Producto 20,Submotivo 132
91617,Reclamo,PROCEDE PARCIAL,202407,Producto 18,Submotivo 125
91617,Solicitud,PROCEDE TOTAL,202405,Producto 20,Submotivo 157
46030,Reclamo,NO PROCEDE,202405,Producto 18,Submotivo 68
46030,Reclamo,PROCEDE TOTAL,202405,Producto 17,Submotivo 89
49346,Reclamo,PROCEDE TOTAL,202405,Producto 20,Submotivo 125
49346,Solicitud,PROCEDE TOTAL,202404,Producto 20,Submotivo 144
57424,Reclamo,PROCEDE TOTAL,202404,Producto 01,Submotivo 07
36233,Solicitud,NO PROCEDE,202405,Producto 20,Submotivo 157
494,Reclamo,PROCEDE TOTAL,202406,Producto 01,Submotivo 146
50117,Reclamo,PROCEDE TOTAL,202407,Producto 20,Submotivo 145
50117,Solicitud,PROCEDE TOTAL,202406,Producto 20,Submotivo 132
50117,Reclamo,PROCEDE TOTAL,202406,Producto 17,Submotivo 99
50117,Reclamo,NO PROCEDE,202404,Producto 20,Submotivo 150
50117,Reclamo,PROCEDE TOTAL,202403,Producto 20,Submotivo 125
50117,Reclamo,NO PROCEDE,202403,Producto 20,Submotivo 150
50117,Reclamo,NO PROCEDE,202403,Producto 20,Submotivo 150
62551,Reclamo,PROCEDE TOTAL,201208,Producto 21,Submotivo 88
40061,Reclamo,NO PROCEDE,202405,Producto 20,Submotivo 43
57240,Reclamo,NO PROCEDE,202405,Producto 20,Submotivo 125
47126,Solicitud,PROCEDE TOTAL,202407,Producto 07,Submotivo 144
75817,Solicitud,PROCEDE TOTAL,202406,Producto 20,Submotivo 132
69192,Solicitud,PROCEDE TOTAL,202406,Producto 20,Submotivo 144
728,Reclamo,NO PROCEDE,201208,Producto 21,Submotivo 88
4677,Reclamo,PROCEDE TOTAL,201208,Producto 20,Submotivo 156
98343,Reclamo,PROCEDE TOTAL,201208,Producto 01,Submotivo 146
14788,Reclamo,NO PROCEDE,202407,Producto 18,Submotivo 122
14788,Reclamo,PROCEDE PARCIAL,202407,Producto 20,Submotivo 46
86425,Solicitud,PROCEDE TOTAL,202405,Producto 07,Submotivo 144
52110,Reclamo,NO PROCEDE,201208,Producto 18,Submotivo 06
48229,Reclamo,NO PROCEDE,202404,Producto 18,Submotivo 06
86365,Reclamo,PROCEDE TOTAL,202407,Producto 20,Submotivo 125
78867,Solicitud,PROCEDE TOTAL,202406,Producto 20,Submotivo 132
78867,Reclamo,NO PROCEDE,202406,Producto 20,Submotivo 125
3968,Reclamo,PROCEDE TOTAL,201208,Producto 01,Submotivo 146
