ID_CORRELATIVO,CODMES,FLG_BANCARIZADO,RANG_INGRESO,FLAG_LIMA_PROVINCIA,EDAD,ANTIGUEDAD,RANG_SDO_PASIVO_MENOS0,SDO_ACTIVO_MENOS0,SDO_ACTIVO_MENOS1,SDO_ACTIVO_MENOS2,SDO_ACTIVO_MENOS3,SDO_ACTIVO_MENOS4,SDO_ACTIVO_MENOS5,FLG_SEGURO_MENOS0,FLG_SEGURO_MENOS1,FLG_SEGURO_MENOS2,FLG_SEGURO_MENOS3,FLG_SEGURO_MENOS4,FLG_SEGURO_MENOS5,RANG_NRO_PRODUCTOS_MENOS0,FLG_NOMINA,NRO_ACCES_CANAL1_MENOS0,NRO_ACCES_CANAL1_MENOS1,NRO_ACCES_CANAL1_MENOS2,NRO_ACCES_CANAL1_MENOS3,NRO_ACCES_CANAL1_MENOS4,NRO_ACCES_CANAL1_MENOS5,NRO_ACCES_CANAL2_MENOS0,NRO_ACCES_CANAL2_MENOS1,NRO_ACCES_CANAL2_MENOS2,NRO_ACCES_CANAL2_MENOS3,NRO_ACCES_CANAL2_MENOS4,NRO_ACCES_CANAL2_MENOS5,NRO_ACCES_CANAL3_MENOS0,NRO_ACCES_CANAL3_MENOS1,NRO_ACCES_CANAL3_MENOS2,NRO_ACCES_CANAL3_MENOS3,NRO_ACCES_CANAL3_MENOS4,NRO_ACCES_CANAL3_MENOS5,NRO_ENTID_SSFF_MENOS0,NRO_ENTID_SSFF_MENOS1,NRO_ENTID_SSFF_MENOS2,NRO_ENTID_SSFF_MENOS3,NRO_ENTID_SSFF_MENOS4,NRO_ENTID_SSFF_MENOS5,FLG_SDO_OTSSFF_MENOS0,FLG_SDO_OTSSFF_MENOS1,FLG_SDO_OTSSFF_MENOS2,FLG_SDO_OTSSFF_MENOS3,FLG_SDO_OTSSFF_MENOS4,FLG_SDO_OTSSFF_MENOS5
97000,202408,1,Rang_ingreso_01,Lima,22.0,0.0,Rango_SDO_01,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,1,0,0,0,0,0,0,0,0,0,0,0,0,17,6,0,0,0,0,3,3,3,3,3,2,1,1,1,1,1,1
4121,202408,1,Rang_ingreso_02,Lima,24.0,0.0,Rango_SDO_01,0,0,0,0,0,0,0,0,0,0,0,0,Rango_01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,5,3,1,1,1,1,1,1
13146,202408,1,Rang_ingreso_03,Provincia,24.0,0.0,Rango_SDO_01,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93342,202408,1,Rang_ingreso_02,Lima,35.0,5.0,Rango_SDO_01,15710,17110,17250,16870,18540,17410,1,1,1,1,1,1,Rango_04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,4,4,4,4,4,1,1,1,1,1,1
35086,202408,1,Rang_ingreso_04,Lima,43.0,0.0,Rango_SDO_01,10710,10980,11220,5470,0,0,1,1,1,1,0,0,Rango_03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,5,5,1,1,1,1,1,1
80237,202408,1,Rang_ingreso_02,Lima,44.0,0.0,Rango_SDO_01,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,1,0,0,0,0,0,0,0,0,0,0,0,0,11,15,0,0,0,0,2,2,2,2,1,1,1,1,1,1,0,1
42293,202408,1,Rang_ingreso_01,Lima,55.0,0.0,Rango_SDO_02,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47642,202408,1,Rang_ingreso_02,Provincia,31.0,0.0,Rango_SDO_01,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,1,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,2,2,2,2,2,2,0,0,0,0,0,0
85755,202408,1,Rang_ingreso_08,Lima,34.0,9.0,Rango_SDO_13,115420,117150,117990,118520,119130,119700,1,1,1,1,1,1,Rango_03,1,6,5,2,5,2,5,1,2,0,1,2,0,4,6,3,8,5,6,5,5,5,6,6,6,1,1,0,0,0,0
18866,202408,1,Rang_ingreso_02,Provincia,52.0,,Rango_SDO_01,0,0,0,0,0,0,0,0,0,0,0,0,Rango_01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
16671,202408,0,Rang_ingreso_02,Lima,26.0,0.0,Rango_SDO_01,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,1,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1130,202408,1,Rang_ingreso_04,Lima,28.0,9.0,Rango_SDO_12,840,170,1430,320,0,0,1,1,1,1,1,1,Rango_04,1,2,1,0,0,0,0,6,11,11,12,16,19,8,5,4,4,4,5,2,2,3,3,3,3,0,0,1,1,1,0
77950,202408,1,Rang_ingreso_01,Lima,26.0,5.0,Rango_SDO_01,13150,13850,16950,21890,22610,24140,1,1,1,1,1,1,Rango_04,0,1,3,5,5,5,10,5,9,18,9,11,13,3,5,6,3,3,6,5,5,5,6,6,6,1,1,1,1,1,1
51279,202408,1,Rang_ingreso_03,Provincia,48.0,8.0,Cero,5260,5530,5840,6140,6390,6680,1,1,1,1,1,1,Rango_04,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,4,4,4,4,4,4,1,1,1,1,1,1
56801,202408,1,Rang_ingreso_06,Lima,25.0,1.0,Cero,0,0,170,370,40,100,1,1,1,1,1,1,Rango_02,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4,7,4,3,3,3,3,3,3,3,1,1,1,1,1,1
32546,202408,1,Rang_ingreso_01,Lima,33.0,9.0,Rango_SDO_03,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,1,0,0,0,0,0,0,0,0,0,0,0,0,6,5,1,1,4,4,4,4,4,4,4,4,1,1,1,1,1,1
35184,202408,1,Rang_ingreso_06,Lima,30.0,6.0,Rango_SDO_10,210,13870,17280,17580,17860,18140,1,1,1,1,1,1,Rango_04,1,18,13,13,6,6,8,0,0,0,0,0,0,6,9,1,3,0,3,3,4,5,6,6,6,0,1,1,1,1,1
44096,202408,1,Rang_ingreso_08,Lima,36.0,1.0,Cero,0,0,0,0,0,0,1,1,1,1,1,1,Rango_02,0,1,0,3,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,1,1,1,1,1,1
12547,202408,0,,Lima,,0.0,Rango_SDO_01,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66831,202408,1,Rang_ingreso_07,Provincia,36.0,6.0,Rango_SDO_06,2030,2100,1190,640,450,470,1,1,1,1,1,1,Rango_04,1,1,0,0,0,0,0,14,9,14,11,12,9,53,49,55,73,55,53,7,7,7,6,6,6,1,1,1,1,1,1
12061,202408,0,Rang_ingreso_02,Provincia,,0.0,Rango_SDO_01,0,0,0,0,0,0,1,1,1,0,0,0,Rango_03,1,0,0,0,0,0,0,0,0,0,0,0,0,26,8,26,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15061,202408,1,Rang_ingreso_04,Lima,33.0,5.0,Cero,9470,10800,6050,3730,7630,8180,1,1,1,1,1,1,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,1,1,1,1,1,1
74811,202408,1,Rang_ingreso_05,Provincia,27.0,0.0,Cero,0,0,0,0,0,0,1,0,0,0,0,0,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,3,3,2,1,1,1,1,1,1
17872,202408,1,Rang_ingreso_03,Provincia,49.0,0.0,Rango_SDO_02,12900,8740,0,0,0,0,1,1,1,1,0,0,Rango_04,0,0,3,0,0,0,0,8,4,0,0,0,0,1,2,0,0,0,0,4,2,1,3,2,1,1,1,1,1,1,1
92269,202408,1,Rang_ingreso_06,Lima,26.0,3.0,Rango_SDO_04,0,0,0,0,0,0,1,1,1,1,1,1,Rango_04,1,5,5,1,2,2,1,0,0,0,0,0,0,5,4,3,24,13,15,1,1,1,1,1,1,0,0,0,0,0,0
34667,202408,1,Rang_ingreso_04,Provincia,27.0,0.0,Cero,6710,0,0,0,0,0,1,1,0,0,0,0,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,4,4,4,1,1,1,1,1,1
58120,202408,1,Rang_ingreso_02,Provincia,28.0,,Rango_SDO_01,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32854,202408,1,Rang_ingreso_02,Lima,30.0,7.0,Rango_SDO_01,12540,12800,13210,13540,13860,13990,1,1,1,1,1,1,Rango_03,0,0,0,0,0,0,0,0,0,0,0,0,0,13,15,25,6,16,14,5,5,5,5,5,5,0,1,0,1,1,1
5187,202408,0,Rang_ingreso_01,Provincia,,0.0,Rango_SDO_02,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,1,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88350,202408,1,,Provincia,45.0,0.0,Rango_SDO_01,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72370,202408,1,Rang_ingreso_02,Lima,53.0,8.0,Rango_SDO_07,11910,12410,12020,12080,11300,10290,1,1,1,1,1,1,Rango_05,1,0,0,0,0,0,0,0,0,0,0,0,0,6,6,9,1,2,3,2,2,2,2,2,2,1,1,1,1,1,1
13259,202408,1,Rang_ingreso_01,Provincia,31.0,0.0,Rango_SDO_01,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,1,0,0,0,0,0,0,0,0,0,0,0,0,3,9,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42610,202408,1,Rang_ingreso_06,Lima,40.0,6.0,Cero,0,0,0,0,0,0,1,1,1,1,1,1,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9,9,9,9,1,1,1,1,1,1
50490,202408,0,,,,0.0,Rango_SDO_03,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68899,202408,1,Rang_ingreso_01,Provincia,37.0,9.0,Rango_SDO_14,0,0,0,0,0,0,1,1,1,0,1,0,Rango_03,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,4,2,7,6,3,3,3,3,3,3,0,0,0,0,0,0
22042,202408,1,Rang_ingreso_01,Provincia,36.0,1.0,Cero,0,0,0,0,0,0,1,1,1,1,1,1,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,6,6,6,6,6,1,1,1,1,1,1
51762,202408,0,Rang_ingreso_04,Provincia,35.0,0.0,Rango_SDO_01,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,1,0,0,0,0,0,0,0,0,0,0,0,0,6,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94081,202408,1,Rang_ingreso_02,Lima,39.0,5.0,Rango_SDO_01,0,0,0,0,0,0,0,0,1,0,0,0,Rango_02,1,2,7,8,5,6,5,14,4,0,0,0,0,11,17,20,14,21,26,2,1,1,1,1,1,1,1,1,1,1,1
11184,202408,1,Rang_ingreso_06,Provincia,41.0,0.0,Rango_SDO_01,3670,3920,3960,0,0,0,1,1,1,0,0,0,Rango_04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,2,2,2,1,1,1,0,0,0,1,1,1
30598,202408,1,Rang_ingreso_01,Provincia,62.0,5.0,Rango_SDO_01,0,0,0,0,0,0,1,1,1,1,1,1,Rango_04,0,0,0,0,0,0,0,0,0,0,0,0,0,8,17,8,11,5,5,0,0,0,0,0,0,0,0,0,0,0,0
35870,202408,1,Rang_ingreso_06,Provincia,31.0,4.0,Rango_SDO_07,0,0,0,0,0,0,1,1,1,1,1,1,Rango_03,0,2,1,1,1,1,0,7,9,10,10,15,11,5,6,11,9,5,23,1,1,1,1,1,1,0,0,0,0,0,0
88227,202408,0,,,,0.0,Rango_SDO_01,0,0,0,0,0,0,0,0,0,0,0,0,Rango_01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45843,202408,1,Rang_ingreso_04,Lima,46.0,4.0,Rango_SDO_03,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,1,3,3,3,3,3,3,2,1,1,1,1,1,1
61689,202408,1,Rang_ingreso_03,Provincia,26.0,0.0,Rango_SDO_01,0,0,0,0,0,0,1,1,0,0,0,0,Rango_03,1,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24248,202408,1,Rang_ingreso_02,Lima,50.0,0.0,Cero,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
70278,202408,1,Rang_ingreso_04,Lima,30.0,9.0,Rango_SDO_03,520,680,570,140,0,0,1,1,1,1,0,0,Rango_04,1,0,0,0,0,0,0,18,18,5,0,0,0,21,22,50,23,20,15,1,1,1,1,0,0,0,0,0,0,0,0
78690,202408,1,Rang_ingreso_05,Lima,30.0,5.0,Rango_SDO_04,59870,53770,54400,57740,85880,86250,1,1,1,1,1,1,Rango_04,0,4,4,2,1,4,0,1,0,0,4,2,0,12,12,14,22,21,29,3,2,2,2,2,2,1,1,1,0,0,0
81013,202408,1,Rang_ingreso_05,,62.0,0.0,Rango_SDO_01,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,0,1,3,3,1,1,0,5,6,11,6,1,0,0,4,16,7,3,0,3,3,3,3,3,2,1,1,1,1,1,1
57531,202408,1,Rang_ingreso_01,Lima,76.0,0.0,Rango_SDO_14,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,2,2,2,2,2,2,1,1,1,1,1,1
20562,202408,0,,Lima,39.0,1.0,Rango_SDO_05,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88095,202408,1,Rang_ingreso_06,Lima,35.0,6.0,Rango_SDO_11,0,0,0,0,0,0,1,1,1,1,1,1,Rango_03,1,8,6,8,6,6,7,0,0,0,0,0,0,10,11,13,11,11,11,2,2,2,2,2,2,1,1,1,1,1,1
16558,202408,1,Rang_ingreso_04,Lima,25.0,0.0,Rango_SDO_01,5900,6000,200,0,0,0,1,1,0,0,0,0,Rango_03,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,0,0,0,0,3,2,3,2,3,3,1,1,1,1,1,1
26005,202408,1,Rang_ingreso_02,Lima,56.0,10.0,Rango_SDO_09,0,0,0,0,0,0,1,1,1,1,1,1,Rango_03,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0
73270,202408,0,,Provincia,22.0,0.0,Rango_SDO_02,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,0,3,13,6,0,0,0,7,8,1,0,0,0,4,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59880,202408,1,Rang_ingreso_04,Lima,29.0,6.0,Rango_SDO_03,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,1,5,0,0,0,0,0,0,0,0,0,0,0,10,16,7,14,9,12,3,3,3,3,3,3,1,1,1,1,1,1
99031,202408,1,Rang_ingreso_08,Lima,29.0,,Cero,0,0,0,0,0,0,1,1,1,1,1,1,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,6,6,6,7,1,1,1,1,1,1
83115,202408,1,Rang_ingreso_04,Provincia,26.0,0.0,Rango_SDO_01,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,1,0,0,0,0,0,0,0,0,0,0,0,0,19,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18232,202408,0,Rang_ingreso_01,Provincia,25.0,0.0,Rango_SDO_01,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59598,202408,0,Rang_ingreso_03,Lima,27.0,4.0,Rango_SDO_10,0,0,0,0,0,0,1,1,0,0,0,0,Rango_04,0,0,0,0,0,0,0,0,0,0,0,0,0,16,13,19,17,19,11,0,0,0,0,0,0,0,0,0,0,0,0
88225,202408,0,Rang_ingreso_01,,,0.0,Rango_SDO_03,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,1,0,0,0,0,0,0,0,0,0,0,0,0,9,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2434,202408,1,Rang_ingreso_03,Lima,61.0,0.0,Rango_SDO_07,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,3,4,1,1,1,1,1,1
33346,202408,1,Rang_ingreso_06,Lima,28.0,6.0,Rango_SDO_05,0,730,1640,1710,1760,0,1,1,1,1,1,1,Rango_04,1,2,1,0,0,1,4,7,9,3,6,4,1,11,17,5,19,15,13,3,3,4,4,4,4,1,1,1,1,1,1
57261,202408,1,Rang_ingreso_02,Provincia,28.0,0.0,Rango_SDO_01,12800,12970,6070,0,0,0,1,1,1,0,0,0,Rango_03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,3,3,2,2,2,1,1,1,1,1,1
15697,202408,1,Rang_ingreso_05,Lima,57.0,9.0,Rango_SDO_03,0,0,0,0,0,0,1,1,1,1,1,1,Rango_04,0,0,0,0,0,0,0,0,0,0,0,0,0,11,15,13,9,11,3,4,4,4,4,4,4,1,1,0,0,0,0
72592,202408,1,Rang_ingreso_04,Provincia,33.0,8.0,Rango_SDO_08,7090,7190,7290,7400,7490,7500,1,1,1,1,1,1,Rango_04,1,0,0,0,0,0,0,0,0,0,0,0,0,17,24,16,15,22,20,3,3,3,3,3,3,1,1,1,1,1,1
12080,202408,1,Rang_ingreso_01,Provincia,57.0,,Cero,0,0,0,0,0,0,1,1,1,1,1,1,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,3,3,3,1,1,1,1,1,1
88790,202408,1,Rang_ingreso_06,Provincia,36.0,6.0,Rango_SDO_05,0,0,0,0,0,0,0,0,0,0,1,1,Rango_02,1,0,0,0,0,0,0,0,0,0,0,0,0,11,15,10,6,8,6,0,0,0,1,1,2,0,0,0,1,1,1
4127,202408,1,Rang_ingreso_06,Lima,32.0,3.0,Cero,0,0,0,0,130,0,1,1,1,1,1,1,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,1,1,1,1,1,1
39786,202408,1,Rang_ingreso_03,Lima,25.0,1.0,Cero,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,1,1,1,1,0,0,0,1,1,1,0,0,0
38753,202408,0,Rang_ingreso_06,Provincia,23.0,0.0,Rango_SDO_03,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,1,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53868,202408,0,Rang_ingreso_02,Lima,39.0,,Rango_SDO_01,0,0,0,0,0,0,0,0,0,0,0,0,Rango_01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92978,202408,1,Rang_ingreso_03,Lima,24.0,3.0,Rango_SDO_01,200,340,480,610,720,860,1,1,1,1,1,1,Rango_03,0,4,3,6,9,3,6,8,1,10,3,13,7,1,1,4,3,16,5,2,2,2,2,2,2,0,1,0,1,1,1
50607,202408,1,Rang_ingreso_01,Provincia,23.0,0.0,Rango_SDO_01,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,1,0,0,0,0,0,0,0,0,0,0,0,0,6,8,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2336,202408,1,Rang_ingreso_05,Lima,47.0,9.0,Rango_SDO_12,0,0,0,0,0,0,1,1,1,1,1,1,Rango_03,1,0,0,0,0,0,1,0,0,0,0,0,0,6,13,3,10,3,16,0,1,0,0,0,0,0,0,0,0,0,0
70006,202408,1,Rang_ingreso_01,Provincia,27.0,2.0,Rango_SDO_01,0,0,0,0,0,0,1,1,0,0,0,0,Rango_03,1,0,3,1,0,0,0,9,5,0,0,0,0,4,7,5,5,0,0,2,2,1,1,1,1,1,1,1,1,1,0
22185,202408,1,,,,0.0,Cero,0,0,0,0,0,0,1,1,1,1,0,0,Rango_03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,18,0,0,1,0,0,0,0,1,0,0,0,0,0,1
50623,202408,1,Rang_ingreso_09,Lima,66.0,5.0,Rango_SDO_10,0,0,0,0,0,0,1,1,1,1,1,1,Rango_03,0,6,4,7,13,15,7,0,0,0,0,0,0,5,0,4,9,12,4,2,2,2,2,2,2,1,1,1,1,0,0
92427,202408,1,,Provincia,41.0,0.0,Rango_SDO_01,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96221,202408,1,Rang_ingreso_04,Provincia,69.0,9.0,Rango_SDO_01,0,0,0,0,0,0,1,1,1,0,0,0,Rango_03,1,1,0,1,0,0,0,3,9,6,2,0,4,9,10,15,11,6,12,5,5,5,5,5,4,1,1,1,1,1,1
87946,202408,1,Rang_ingreso_03,Lima,38.0,0.0,Cero,0,0,0,0,0,0,0,0,0,0,0,0,Rango_01,1,0,0,0,0,0,0,0,0,0,0,0,0,16,7,6,0,0,0,2,2,2,2,2,2,1,1,1,1,1,1
50778,202408,1,Rang_ingreso_01,Provincia,25.0,0.0,Rango_SDO_01,7610,7810,7860,3460,0,0,1,1,1,1,0,0,Rango_04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,0,0,5,5,5,5,4,4,1,1,1,1,1,1
65953,202408,1,Rang_ingreso_04,Lima,39.0,,Cero,0,0,0,0,0,0,1,1,0,0,0,0,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,3,3,4,1,1,1,1,1,1
16652,202408,1,Rang_ingreso_05,Lima,30.0,2.0,Rango_SDO_01,2130,2180,2240,2290,2320,2320,1,1,1,1,1,1,Rango_04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,1,1,1,1,1,1
81669,202408,1,Rang_ingreso_01,Lima,42.0,0.0,Rango_SDO_01,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
19103,202408,1,Rang_ingreso_01,Lima,30.0,0.0,Cero,440,6560,6730,1740,0,0,1,1,1,1,0,0,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,3,3,1,1,1,1,1,1
56339,202408,1,Rang_ingreso_04,Lima,42.0,3.0,Rango_SDO_13,260,160,1000,540,640,820,1,1,1,1,1,1,Rango_04,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,2,2,2,2,2,0,0,0,0,0,0
69895,202408,1,Rang_ingreso_08,Lima,34.0,6.0,Rango_SDO_01,5730,6040,7340,8570,9970,11170,1,1,1,1,1,1,Rango_04,0,4,2,2,6,2,2,6,6,8,7,9,8,1,5,5,4,11,5,2,2,2,2,2,2,1,1,1,1,1,1
47486,202408,1,Rang_ingreso_07,Lima,24.0,0.0,Rango_SDO_04,0,0,0,0,0,0,1,1,1,0,0,0,Rango_03,1,0,0,0,0,0,0,0,1,0,0,0,0,14,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94172,202408,0,Rang_ingreso_03,Lima,30.0,7.0,Rango_SDO_06,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,0,0,4,2,2,0,0,0,0,0,0,0,0,4,1,10,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0
60136,202408,0,Rang_ingreso_01,Provincia,,0.0,Rango_SDO_01,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,1,0,0,0,0,0,0,0,0,0,0,0,0,3,4,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
78666,202408,1,,Lima,,1.0,Rango_SDO_05,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,0,2,2,3,2,3,2,9,16,8,7,16,9,5,8,16,2,15,11,0,0,0,0,0,0,0,0,0,0,0,0
9188,202408,1,Rang_ingreso_04,Lima,23.0,3.0,Rango_SDO_01,0,0,0,0,0,0,1,1,1,1,1,1,Rango_03,1,3,6,5,6,2,9,3,2,5,2,3,2,11,14,12,14,14,25,4,4,4,4,4,4,1,1,1,1,1,1
19134,202408,1,Rang_ingreso_02,Lima,36.0,0.0,Rango_SDO_01,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,3,0,0,1,1,1,1,1,1,0,0,0,0,0,0
92684,202408,1,Rang_ingreso_09,Provincia,67.0,0.0,Rango_SDO_09,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,2,2,2,2,1,1,1,1,1,1
5669,202408,0,,Lima,49.0,0.0,Rango_SDO_04,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60441,202408,1,Rang_ingreso_02,Lima,49.0,0.0,Cero,0,0,0,0,0,0,0,0,0,0,0,0,Rango_01,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,0,0,3,3,3,3,3,3,1,1,1,1,1,1
73503,202408,1,Rang_ingreso_03,Lima,34.0,9.0,Rango_SDO_01,12040,12230,12710,13000,13300,13500,1,1,1,1,1,1,Rango_04,0,1,4,1,0,5,2,3,4,2,1,6,3,1,10,3,11,8,3,4,4,4,4,4,4,1,1,1,1,1,1
34502,202408,1,Rang_ingreso_01,Lima,65.0,1.0,Rango_SDO_11,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,3,1,4,1,1,1,1,1,1,1,1,1,1,1,1
90807,202408,1,Rang_ingreso_01,Lima,47.0,4.0,Cero,3480,3060,3620,3030,1880,1040,1,1,1,1,1,1,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,1,1,1,1,1,1
