ID_CORRELATIVO,CODMES,FLG_BANCARIZADO,RANG_INGRESO,FLAG_LIMA_PROVINCIA,EDAD,ANTIGUEDAD,ATTRITION,RANG_SDO_PASIVO_MENOS0,SDO_ACTIVO_MENOS0,SDO_ACTIVO_MENOS1,SDO_ACTIVO_MENOS2,SDO_ACTIVO_MENOS3,SDO_ACTIVO_MENOS4,SDO_ACTIVO_MENOS5,FLG_SEGURO_MENOS0,FLG_SEGURO_MENOS1,FLG_SEGURO_MENOS2,FLG_SEGURO_MENOS3,FLG_SEGURO_MENOS4,FLG_SEGURO_MENOS5,RANG_NRO_PRODUCTOS_MENOS0,FLG_NOMINA,NRO_ACCES_CANAL1_MENOS0,NRO_ACCES_CANAL1_MENOS1,NRO_ACCES_CANAL1_MENOS2,NRO_ACCES_CANAL1_MENOS3,NRO_ACCES_CANAL1_MENOS4,NRO_ACCES_CANAL1_MENOS5,NRO_ACCES_CANAL2_MENOS0,NRO_ACCES_CANAL2_MENOS1,NRO_ACCES_CANAL2_MENOS2,NRO_ACCES_CANAL2_MENOS3,NRO_ACCES_CANAL2_MENOS4,NRO_ACCES_CANAL2_MENOS5,NRO_ACCES_CANAL3_MENOS0,NRO_ACCES_CANAL3_MENOS1,NRO_ACCES_CANAL3_MENOS2,NRO_ACCES_CANAL3_MENOS3,NRO_ACCES_CANAL3_MENOS4,NRO_ACCES_CANAL3_MENOS5,NRO_ENTID_SSFF_MENOS0,NRO_ENTID_SSFF_MENOS1,NRO_ENTID_SSFF_MENOS2,NRO_ENTID_SSFF_MENOS3,NRO_ENTID_SSFF_MENOS4,NRO_ENTID_SSFF_MENOS5,FLG_SDO_OTSSFF_MENOS0,FLG_SDO_OTSSFF_MENOS1,FLG_SDO_OTSSFF_MENOS2,FLG_SDO_OTSSFF_MENOS3,FLG_SDO_OTSSFF_MENOS4,FLG_SDO_OTSSFF_MENOS5
44299,201208,1,Rang_ingreso_04,Lima,25.0,3.0,0,Rango_SDO_07,0,0,0,0,0,0,1,1,1,0,0,1,Rango_03,0,1,1,0,2,0,0,16,26,18,6,17,23,5,2,5,4,5,6,3,3,2,1,1,1,0,1,1,1,1,1
69106,201208,1,Rang_ingreso_05,Lima,38.0,6.0,0,Rango_SDO_02,0,0,0,0,0,0,1,1,1,1,1,1,Rango_03,0,0,0,0,0,0,0,0,0,0,0,0,0,16,12,8,11,6,8,4,4,4,4,4,4,1,1,1,1,1,1
48278,201208,1,Rang_ingreso_06,Lima,35.0,5.0,0,Rango_SDO_06,34010,34650,35310,35890,36520,37180,1,1,1,1,1,1,Rango_04,0,14,9,18,19,13,17,0,0,0,0,0,0,8,9,18,18,16,16,5,5,5,5,5,5,1,1,1,1,1,1
74125,201208,1,Rang_ingreso_07,Lima,31.0,7.0,0,Rango_SDO_01,0,0,0,0,0,0,1,1,1,1,1,1,Rango_03,0,4,5,3,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,7,1,1,1,1,1,1
29141,201208,1,Rang_ingreso_03,Lima,44.0,9.0,0,Rango_SDO_07,0,0,0,0,0,0,1,1,1,1,1,1,Rango_03,0,0,0,0,0,0,0,6,11,9,10,10,6,12,14,3,10,12,22,8,8,8,8,8,8,1,1,1,1,1,1
37934,201208,1,Rang_ingreso_06,Lima,31.0,2.0,0,Rango_SDO_01,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,3,3,2,2,2,2,1,1,1,0,1,1
72794,201208,1,Rang_ingreso_01,Provincia,35.0,5.0,0,Rango_SDO_03,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,1,0,0,0,0,0,0,0,0,0,0,0,0,5,13,6,14,6,10,0,0,0,0,0,0,0,0,0,0,0,0
3584,201208,1,Rang_ingreso_01,Lima,27.0,1.0,0,Rango_SDO_02,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,1,0,0,0,0,0,0,0,0,0,0,0,0,17,20,30,7,19,17,1,1,1,1,1,1,1,1,1,1,1,1
60481,201208,1,Rang_ingreso_09,Lima,55.0,1.0,0,Cero,0,0,0,0,0,0,1,1,1,1,1,1,Rango_02,1,4,2,3,4,2,3,1,4,1,4,4,4,2,1,2,0,4,1,4,4,4,4,5,5,1,1,1,1,1,1
40883,201208,1,Rang_ingreso_03,Lima,26.0,5.0,0,Cero,0,0,50,290,350,410,1,1,1,1,1,1,Rango_03,0,1,0,0,1,1,10,0,2,4,5,1,0,0,0,0,0,0,0,2,2,4,4,4,3,1,1,1,1,1,1
4928,201208,1,Rang_ingreso_09,Lima,28.0,4.0,0,Rango_SDO_08,810,560,960,2020,3490,2190,1,1,1,1,1,1,Rango_04,1,7,5,7,6,5,8,11,12,6,3,7,9,8,9,12,4,15,8,3,3,3,3,3,3,0,1,1,1,1,1
57608,201208,1,,Provincia,22.0,4.0,1,Rango_SDO_01,0,0,10,0,0,0,0,0,1,1,1,1,Rango_02,0,0,0,0,0,0,0,0,0,1,1,0,0,0,13,14,2,3,8,0,0,0,1,1,1,0,0,0,0,0,0
66317,201208,1,Rang_ingreso_04,Lima,24.0,2.0,0,Rango_SDO_05,40,270,230,220,90,0,1,1,1,1,1,1,Rango_04,1,15,17,16,15,16,10,2,1,2,0,0,0,4,5,11,7,9,3,2,2,2,2,2,2,1,1,0,1,1,1
14536,201208,1,Rang_ingreso_06,Lima,27.0,6.0,0,Rango_SDO_04,3500,2260,0,0,0,0,1,1,1,1,1,1,Rango_04,1,23,17,18,27,24,26,13,7,5,8,9,8,12,20,9,20,24,17,4,4,4,4,4,3,1,1,1,1,1,1
66435,201208,1,Rang_ingreso_03,Provincia,26.0,2.0,0,Rango_SDO_01,12270,12910,13190,13220,12280,12650,1,1,1,1,1,1,Rango_04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,4,4,4,4,4,1,1,1,0,0,1
47252,201208,1,Rang_ingreso_06,Lima,38.0,2.0,1,Cero,0,0,0,0,0,0,1,1,1,1,1,1,Rango_03,0,3,4,6,8,11,12,0,0,0,0,0,0,0,0,0,0,0,2,3,3,3,3,3,3,1,1,1,1,1,1
32609,201208,1,Rang_ingreso_02,Provincia,30.0,6.0,0,Rango_SDO_04,157840,160130,158610,160170,162740,162740,1,1,1,1,1,1,Rango_04,0,23,17,15,16,20,15,0,0,0,0,0,0,7,2,1,0,0,0,4,4,4,4,4,4,1,1,1,1,1,1
55983,201208,1,Rang_ingreso_01,Lima,38.0,4.0,0,Cero,0,0,0,0,0,0,1,1,1,1,1,1,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,6,6,6,1,1,1,1,1,1
97039,201208,1,Rang_ingreso_03,Provincia,45.0,5.0,0,Cero,0,0,0,0,0,0,1,1,1,1,1,1,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,4,4,1,1,1,1,1,1
97071,201208,1,,Lima,36.0,4.0,0,Rango_SDO_01,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,0,0,0,0,0,0,0,19,14,17,23,22,27,5,2,6,9,7,8,0,0,0,0,0,0,0,0,0,0,0,0
93042,201208,1,Rang_ingreso_03,Provincia,31.0,9.0,0,Cero,0,0,0,0,0,0,1,1,1,1,1,1,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,4,5,5,1,1,1,1,1,1
78830,201208,1,,Lima,69.0,2.0,0,Rango_SDO_02,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,4,2,0,0,2,2,1,1,0,0,1,1,1,1,0,0
6189,201208,1,Rang_ingreso_03,Lima,26.0,4.0,0,Rango_SDO_04,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,1,0,5,6,6,4,0,12,11,0,0,0,0,8,5,6,11,6,0,4,4,3,4,4,4,1,1,1,1,1,1
17235,201208,1,Rang_ingreso_03,Lima,37.0,0.0,0,Rango_SDO_01,4750,5000,4850,0,0,0,1,1,1,0,0,0,Rango_03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,3,3,3,2,2,2,1,1,1,1,1,1
2858,201208,1,Rang_ingreso_06,Lima,29.0,2.0,0,Rango_SDO_07,25810,26960,28040,29170,30300,31320,1,1,1,1,1,1,Rango_04,1,0,0,0,0,0,0,0,0,0,0,0,0,29,36,24,23,22,26,1,1,1,1,1,1,0,0,0,0,0,0
85496,201208,1,,Lima,28.0,,1,Rango_SDO_01,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,0,0,3,1,0,0,1,0,0,0,0,0,0,0,10,6,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0
62400,201208,1,,Lima,56.0,2.0,0,Rango_SDO_01,9430,9670,9980,10190,10430,10600,1,1,1,1,1,1,Rango_03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,2,8,2,3,3,3,3,3,3,1,1,1,1,1,1
8516,201208,1,Rang_ingreso_03,Provincia,52.0,9.0,0,Rango_SDO_08,3270,3770,4310,4820,5350,5860,1,1,1,1,1,1,Rango_05,1,0,0,0,0,0,0,0,0,0,0,0,0,17,20,12,33,15,27,1,1,1,1,0,1,0,0,0,0,0,0
71416,201208,1,Rang_ingreso_07,Lima,32.0,8.0,1,Cero,0,0,0,10,260,280,1,1,1,1,1,1,Rango_02,0,0,0,0,8,8,5,0,0,0,10,12,5,0,0,2,4,20,10,2,2,2,2,2,2,1,1,1,1,0,0
94790,201208,1,Rang_ingreso_04,Provincia,26.0,0.0,0,Rango_SDO_01,69720,69350,6920,0,0,0,1,1,1,0,0,0,Rango_03,1,10,2,3,0,0,0,11,12,8,0,0,0,9,2,14,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
33642,201208,1,Rang_ingreso_03,Lima,29.0,1.0,0,Rango_SDO_05,0,0,0,0,0,0,1,1,1,1,1,1,Rango_03,0,0,0,0,0,0,0,10,3,5,2,1,6,6,2,3,4,7,9,2,3,4,4,4,4,1,1,1,1,1,1
10317,201208,1,Rang_ingreso_06,Lima,41.0,2.0,0,Rango_SDO_11,14460,14910,14000,0,0,0,1,1,1,1,1,1,Rango_05,1,2,4,5,1,3,3,2,0,0,0,0,0,7,5,14,13,15,13,3,3,2,2,2,2,1,1,1,1,1,1
11608,201208,1,Rang_ingreso_04,Lima,33.0,1.0,0,Rango_SDO_03,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,1,5,7,1,4,2,2,30,21,20,21,13,15,22,14,14,22,19,15,1,1,1,1,1,1,1,1,1,1,1,1
13720,201208,1,Rang_ingreso_06,Lima,23.0,5.0,0,Rango_SDO_03,160,300,260,240,110,130,1,1,1,1,1,1,Rango_04,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,1,1,1,1,0,0
2942,201208,1,Rang_ingreso_02,Lima,38.0,6.0,0,Rango_SDO_05,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,1,10,9,5,5,8,5,0,0,0,0,0,0,30,11,17,17,28,25,4,4,4,4,4,4,1,1,1,1,1,1
1117,201208,0,,Provincia,26.0,1.0,1,Rango_SDO_01,0,0,0,0,0,0,0,0,1,0,0,0,Rango_02,0,0,0,1,2,0,0,0,0,0,0,0,0,2,0,4,4,3,8,0,0,0,0,0,0,0,0,0,0,0,0
41570,201208,1,Rang_ingreso_02,Lima,41.0,7.0,0,Rango_SDO_01,0,0,0,0,0,0,1,1,1,0,0,0,Rango_03,1,0,0,0,0,0,0,0,0,0,0,0,0,4,6,2,7,7,13,3,3,3,3,3,3,1,1,1,1,1,1
41160,201208,1,Rang_ingreso_06,Lima,23.0,2.0,0,Rango_SDO_03,0,0,0,0,0,0,1,1,1,1,1,1,Rango_03,1,6,6,3,1,0,5,0,0,0,0,0,0,8,4,8,3,10,11,2,2,2,2,2,2,1,1,1,0,0,0
10510,201208,1,Rang_ingreso_01,Lima,56.0,10.0,0,Rango_SDO_01,35670,32210,25420,22730,47030,64170,1,1,1,1,1,1,Rango_04,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,15,13,5,3,5,5,5,5,5,5,1,1,1,1,1,1
20268,201208,1,Rang_ingreso_06,Provincia,25.0,5.0,0,Rango_SDO_06,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,1,0,1,0,0,0,0,0,0,0,0,0,0,6,9,6,1,4,0,1,1,0,0,0,0,0,0,0,0,0,0
78191,201208,1,Rang_ingreso_02,Lima,25.0,8.0,0,Rango_SDO_02,0,0,0,0,0,0,1,1,1,1,1,1,Rango_03,1,0,0,1,4,6,2,6,20,12,14,7,9,12,7,16,6,7,19,5,4,4,4,3,3,1,1,1,1,1,1
52518,201208,1,Rang_ingreso_08,Provincia,34.0,9.0,0,Rango_SDO_12,0,0,0,0,0,0,1,1,1,1,1,1,Rango_03,1,1,1,2,4,4,7,14,14,11,14,13,13,3,1,3,4,5,6,5,5,5,5,5,5,1,1,1,1,1,1
90492,201208,1,Rang_ingreso_02,Lima,29.0,9.0,0,Rango_SDO_07,1110,1430,1150,910,1360,1990,1,1,1,1,1,1,Rango_04,1,0,0,0,0,0,0,0,0,0,0,0,0,7,10,7,3,10,14,4,4,4,4,4,4,1,1,1,1,1,1
28642,201208,1,Rang_ingreso_07,Lima,52.0,5.0,0,Rango_SDO_01,0,0,0,0,0,0,1,1,1,1,1,1,Rango_03,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,5,7,0,0,4,4,6,6,6,6,1,1,1,1,1,1
161,201208,1,Rang_ingreso_01,Lima,26.0,7.0,0,Cero,940,1250,1360,1410,1410,1370,1,1,1,1,1,1,Rango_03,0,0,0,2,2,0,1,15,5,7,5,3,4,8,2,0,0,0,0,1,2,2,2,2,2,1,1,1,1,1,1
26283,201208,1,Rang_ingreso_06,Lima,29.0,8.0,0,Rango_SDO_07,0,0,0,0,0,0,1,1,1,0,0,1,Rango_04,1,1,0,2,1,1,2,12,26,23,27,29,27,12,24,21,27,36,55,0,0,0,0,0,0,0,0,0,0,0,0
2420,201208,1,Rang_ingreso_06,Lima,27.0,7.0,0,Rango_SDO_05,0,0,0,0,2550,2960,1,1,1,1,1,1,Rango_03,1,17,14,15,16,17,13,1,1,1,1,3,20,0,0,0,0,0,0,3,4,4,4,4,3,0,0,0,0,1,1
97897,201208,1,Rang_ingreso_08,Provincia,36.0,5.0,0,Cero,292370,294230,294590,294780,294640,294710,1,1,1,1,1,1,Rango_03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,5,5,5,5,5,5,1,1,1,1,1,1
60230,201208,1,Rang_ingreso_03,Lima,36.0,3.0,0,Rango_SDO_02,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,1,0,1,1,5,1,1,24,22,24,23,15,18,20,16,13,11,14,20,5,5,5,5,5,5,1,1,1,1,1,1
11195,201208,1,Rang_ingreso_03,Lima,29.0,3.0,0,Rango_SDO_07,2320,2370,2420,2470,2520,2830,1,1,1,1,1,1,Rango_05,1,0,0,0,0,0,0,13,11,12,11,8,12,6,12,12,8,9,3,3,3,3,3,3,3,1,1,1,1,1,1
83554,201208,1,Rang_ingreso_01,Provincia,56.0,,0,Cero,0,0,0,0,0,0,1,1,1,1,1,1,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,1,1,1,1,1,1
6092,201208,1,Rang_ingreso_04,Lima,35.0,8.0,0,Rango_SDO_07,0,0,0,0,0,0,1,1,1,1,1,1,Rango_03,1,0,2,0,0,0,4,0,0,0,0,0,0,7,12,8,15,13,14,4,4,4,3,3,3,1,1,0,0,0,0
96966,201208,1,Rang_ingreso_04,Lima,41.0,9.0,0,Cero,2070,2410,2530,2850,3070,2540,1,1,1,1,1,1,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,5,5,1,1,1,1,1,1
16836,201208,1,Rang_ingreso_02,Lima,51.0,6.0,0,Cero,1650,0,0,0,0,0,1,1,1,1,1,1,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,1,1,1,1,1,1
60389,201208,1,Rang_ingreso_02,Lima,24.0,6.0,0,Rango_SDO_05,810,660,430,50,0,550,1,1,1,1,1,1,Rango_05,1,0,0,0,0,0,0,3,6,7,7,4,5,3,11,8,14,8,7,5,5,5,5,5,5,1,1,1,1,1,1
41752,201208,1,Rang_ingreso_02,Provincia,38.0,7.0,0,Rango_SDO_01,1200,1290,1400,1450,0,0,1,1,1,1,1,1,Rango_04,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,2,2,2,2,2,1,1,1,1,1,1,0
22960,201208,1,Rang_ingreso_04,Lima,34.0,8.0,0,Rango_SDO_03,790,1530,1530,1260,1600,670,1,1,1,1,1,1,Rango_04,1,14,21,19,22,22,18,0,0,0,0,0,0,14,21,27,11,15,10,3,3,3,3,3,3,1,1,1,1,1,1
49001,201208,1,Rang_ingreso_02,Lima,28.0,10.0,0,Rango_SDO_07,410,1070,1370,340,470,200,1,1,1,1,1,1,Rango_04,1,0,0,0,0,0,0,0,0,0,0,0,0,14,22,16,9,14,11,1,1,1,1,1,1,0,0,0,0,0,0
92184,201208,1,Rang_ingreso_06,Provincia,28.0,6.0,0,Rango_SDO_06,28200,28680,29080,29510,29980,30360,1,1,1,1,1,1,Rango_03,1,7,12,10,11,5,8,9,14,0,0,0,0,7,15,19,9,15,5,4,4,4,4,4,4,1,1,1,1,1,1
14372,201208,1,Rang_ingreso_06,Lima,47.0,7.0,0,Rango_SDO_01,0,0,0,0,290,0,1,1,1,1,1,1,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,3,3,3,1,1,1,1,1,1
76776,201208,1,Rang_ingreso_05,Provincia,53.0,2.0,1,Cero,100,590,1040,1430,1820,2270,1,1,1,1,1,1,Rango_03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,1,1,1,2,1,0,0,0,0,0
19953,201208,1,Rang_ingreso_05,Lima,32.0,2.0,0,Rango_SDO_01,0,0,0,0,0,0,1,1,1,1,1,1,Rango_03,0,0,0,0,3,3,10,0,0,0,0,0,0,0,0,0,4,3,4,3,3,3,3,3,3,1,1,1,1,1,1
45288,201208,1,Rang_ingreso_07,Lima,59.0,9.0,0,Rango_SDO_14,2639350,2664420,2744210,2858830,2911730,3048530,1,1,1,1,1,1,Rango_06,0,0,0,0,0,0,0,0,0,0,0,0,0,8,16,8,5,3,2,4,4,4,4,4,4,1,1,1,1,1,1
92773,201208,0,,Provincia,27.0,1.0,0,Cero,0,0,0,0,0,0,0,0,0,0,0,0,Rango_01,0,0,1,0,0,0,0,0,1,0,0,0,0,16,20,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70185,201208,1,Rang_ingreso_08,Lima,31.0,9.0,0,Rango_SDO_14,22930,24200,25510,26690,27920,29210,1,1,1,1,1,1,Rango_05,1,3,6,2,1,3,1,8,9,12,6,13,12,2,2,11,2,0,7,2,3,3,3,3,3,0,0,0,1,1,1
33775,201208,1,Rang_ingreso_03,Lima,25.0,3.0,0,Rango_SDO_06,0,0,0,0,0,0,1,1,1,1,1,1,Rango_03,0,0,0,0,1,0,0,11,13,4,5,0,0,3,10,0,11,26,24,1,1,1,1,1,1,0,0,0,0,0,0
76972,201208,1,,Lima,57.0,7.0,0,Rango_SDO_05,0,0,0,0,0,0,1,1,1,1,1,1,Rango_04,0,0,0,0,0,0,0,0,0,0,0,0,0,29,39,25,28,22,20,0,0,0,0,0,0,0,0,0,0,0,0
37418,201208,1,Rang_ingreso_04,Lima,25.0,1.0,0,Rango_SDO_04,0,0,0,0,0,0,1,1,1,1,1,1,Rango_03,1,3,5,4,6,2,2,0,0,0,0,3,0,2,5,3,2,2,2,2,2,2,3,2,2,1,1,0,1,1,1
71760,201208,1,Rang_ingreso_03,Provincia,23.0,3.0,0,Rango_SDO_01,0,0,0,0,0,0,1,1,1,1,1,1,Rango_03,0,4,4,3,1,3,3,3,8,5,4,2,3,2,1,1,0,0,5,2,2,1,1,1,1,0,1,0,0,0,0
59674,201208,1,Rang_ingreso_01,Lima,31.0,6.0,0,Rango_SDO_01,0,0,0,0,0,0,1,1,1,1,1,1,Rango_03,0,0,0,0,0,0,0,0,0,0,4,4,3,0,0,0,0,4,8,3,3,3,3,3,3,1,1,1,1,1,1
6906,201208,1,Rang_ingreso_01,Lima,30.0,1.0,0,Cero,560,360,10,0,0,0,1,1,1,0,0,0,Rango_02,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,3,0,0,0,3,3,3,2,2,2,1,1,1,1,1,1
27753,201208,1,Rang_ingreso_02,Lima,41.0,1.0,0,Rango_SDO_01,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,1,0,0,0,0,0,0,0,0,0,0,0,0,6,12,9,4,8,13,0,0,0,0,0,0,0,0,0,0,0,0
12160,201208,1,Rang_ingreso_06,Lima,30.0,8.0,0,Cero,0,0,470,3600,3770,370,1,1,1,1,1,1,Rango_03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,4,4,4,4,4,1,1,1,1,1,1
1601,201208,1,Rang_ingreso_03,Lima,27.0,7.0,0,Rango_SDO_01,5920,6150,6680,6900,7110,7330,1,1,1,1,1,1,Rango_04,0,3,0,0,0,0,0,22,12,2,0,0,0,0,0,8,0,0,0,2,2,2,2,2,2,1,0,1,1,1,1
80089,201208,1,Rang_ingreso_03,Lima,24.0,1.0,0,Rango_SDO_01,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,1,0,0,0,0,0,0,13,18,3,2,2,2,5,3,3,0,0,0,4,3,3,3,2,2,1,1,1,1,1,1
25610,201208,1,Rang_ingreso_04,Lima,36.0,9.0,0,Rango_SDO_01,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,1,0,0,0,0,0,0,0,0,0,0,0,0,6,7,7,8,4,3,1,1,1,1,1,1,0,0,0,0,0,0
21546,201208,1,Rang_ingreso_03,Provincia,39.0,9.0,1,Rango_SDO_04,0,0,0,0,0,0,1,1,1,1,1,1,Rango_04,1,2,2,4,5,5,13,5,6,14,5,11,4,12,18,15,14,13,8,3,3,3,3,3,3,1,1,1,1,1,1
84908,201208,1,Rang_ingreso_02,Lima,31.0,3.0,0,Rango_SDO_11,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,0,0,0,0,0,0,0,3,0,3,1,1,4,6,0,6,7,5,5,0,0,0,0,0,0,0,0,0,0,0,0
72244,201208,1,Rang_ingreso_06,Lima,30.0,8.0,0,Rango_SDO_02,43510,45070,45750,46360,47030,47700,1,1,1,1,1,1,Rango_04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
5044,201208,1,Rang_ingreso_05,Lima,32.0,10.0,0,Rango_SDO_05,0,0,0,0,0,0,1,1,1,1,1,0,Rango_03,1,0,0,0,0,0,0,4,12,9,10,10,7,5,11,13,17,8,5,1,1,1,1,1,0,0,0,0,0,0,0
26609,201208,1,Rang_ingreso_06,Provincia,29.0,4.0,0,Cero,1000,430,410,680,160,260,1,1,1,1,1,1,Rango_03,0,0,0,0,0,0,0,1,2,1,1,1,3,0,0,0,2,0,0,3,3,3,3,3,3,1,1,1,1,1,1
73318,201208,0,,Lima,58.0,2.0,0,Rango_SDO_11,0,0,0,0,0,0,0,0,1,0,0,0,Rango_02,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65237,201208,1,Rang_ingreso_02,Lima,38.0,8.0,0,Rango_SDO_14,94140,67410,68110,68810,69550,70210,1,1,1,1,1,1,Rango_05,0,3,5,4,3,6,2,0,0,0,0,0,0,15,10,3,3,3,12,1,1,1,1,1,1,0,0,0,0,0,0
79940,201208,1,Rang_ingreso_01,Lima,30.0,7.0,0,Rango_SDO_03,0,0,0,0,0,0,0,0,0,0,0,0,Rango_02,1,6,4,4,1,1,4,16,16,15,12,17,17,11,12,8,11,14,11,3,3,3,3,3,3,1,1,1,1,1,1
3885,201208,1,Rang_ingreso_04,Lima,28.0,0.0,0,Rango_SDO_03,950,890,670,780,20,0,1,1,1,1,1,0,Rango_03,0,2,3,4,2,0,0,10,19,13,20,7,0,7,12,6,14,5,0,1,1,1,1,1,0,0,0,0,0,0,0
76901,201208,1,Rang_ingreso_07,Lima,36.0,4.0,0,Rango_SDO_13,49950,50700,51300,3310,0,0,1,1,1,1,0,0,Rango_04,1,0,0,0,0,0,0,15,18,12,13,16,19,18,18,12,12,20,20,3,3,4,4,3,3,1,1,1,1,1,1
12733,201208,1,,Lima,21.0,4.0,0,Rango_SDO_01,0,0,0,0,0,0,1,1,1,0,0,0,Rango_04,0,0,0,0,6,11,1,0,0,0,3,0,0,0,12,0,26,47,52,0,0,0,0,0,0,0,0,0,0,0,0
28679,201208,0,,Lima,23.0,3.0,1,Rango_SDO_01,0,0,0,0,0,0,1,1,1,0,0,0,Rango_03,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46101,201208,1,Rang_ingreso_06,Lima,28.0,2.0,0,Rango_SDO_05,0,0,0,0,0,0,1,1,1,1,1,1,Rango_03,1,1,0,0,0,0,0,0,0,0,0,0,0,38,65,26,45,77,11,1,1,1,1,1,1,0,0,0,0,0,0
9377,201208,1,Rang_ingreso_02,Lima,35.0,0.0,0,Rango_SDO_01,0,0,0,0,0,0,1,1,0,0,0,0,Rango_03,1,0,0,0,1,0,0,0,0,0,0,0,0,8,7,5,10,6,0,0,0,0,0,1,1,0,0,0,0,0,0
84347,201208,1,Rang_ingreso_02,Lima,25.0,1.0,0,Rango_SDO_01,910,850,1110,1030,1010,660,1,1,1,1,1,1,Rango_03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,0,2,14,3,3,2,2,1,2,1,1,1,1,0,1
13044,201208,1,Rang_ingreso_02,Lima,36.0,4.0,0,Cero,1830,950,710,1690,1530,2060,1,1,1,1,1,1,Rango_02,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,5,5,5,5,5,1,1,1,1,1,1
9989,201208,1,Rang_ingreso_05,Lima,40.0,9.0,0,Rango_SDO_04,0,0,0,0,0,0,1,1,1,1,1,1,Rango_03,1,8,7,4,0,5,6,0,0,0,0,0,0,21,15,15,12,12,10,3,3,3,3,3,3,1,1,1,1,1,1
62201,201208,0,,Lima,50.0,1.0,0,Rango_SDO_01,0,0,0,0,0,0,1,1,1,1,1,0,Rango_03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0
82910,201208,1,Rang_ingreso_01,Lima,45.0,2.0,0,Cero,3330,600,750,910,1080,1270,1,1,1,1,1,1,Rango_02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,1,1,1,1,1,1
30487,201208,1,Rang_ingreso_03,Provincia,36.0,8.0,0,Rango_SDO_01,0,0,0,0,0,0,1,1,1,1,1,1,Rango_03,0,3,4,1,0,3,3,0,0,0,0,0,0,4,4,2,2,1,11,2,2,2,2,2,2,1,1,1,1,1,1
87033,201208,1,Rang_ingreso_04,Lima,26.0,9.0,0,Rango_SDO_02,18200,19560,19960,13550,0,0,1,1,1,1,0,0,Rango_04,1,5,0,0,8,5,7,14,8,0,5,0,0,8,2,6,11,12,15,3,3,3,3,1,1,1,1,1,1,1,1
